19560000	19560000	776.31805
19560000	19565000	352.10693
19565000	19565000	1103.5837
19560000	19570000	128.49442
19565000	19570000	327.74747
19570000	19570000	1254.1093
19560000	19575000	123.356735
19565000	19575000	155.57028
19570000	19575000	559.0895
19575000	19575000	821.1567
19560000	19580000	88.853226
19565000	19580000	114.70803
19570000	19580000	143.54529
19575000	19580000	257.50763
19580000	19580000	973.7202
19560000	19585000	62.274258
19565000	19585000	76.220894
19570000	19585000	106.72753
19575000	19585000	147.93567
19580000	19585000	354.89258
19585000	19585000	813.3027
19560000	19590000	48.29453
19565000	19590000	45.76091
19570000	19590000	80.1976
19575000	19590000	93.26115
19580000	19590000	156.74745
19585000	19590000	326.18338
19590000	19590000	861.12054
19560000	19595000	49.10572
19565000	19595000	53.811947
19570000	19595000	51.721676
19575000	19595000	82.014206
19580000	19595000	116.042435
19585000	19595000	149.28477
19590000	19595000	318.55902
19595000	19595000	1079.1558
19560000	19600000	41.615215
19565000	19600000	42.362896
19570000	19600000	54.409122
19575000	19600000	59.287357
19580000	19600000	72.65012
19585000	19600000	102.7866
19590000	19600000	147.77724
19595000	19600000	293.68655
19600000	19600000	1187.8542
19560000	19605000	33.308464
19565000	19605000	44.60807
19570000	19605000	36.03779
19575000	19605000	52.601357
19580000	19605000	64.63891
19585000	19605000	111.53006
19590000	19605000	94.1178
19595000	19605000	144.21231
19600000	19605000	274.81088
19605000	19605000	1110.4781
19560000	19610000	42.273117
19565000	19610000	34.52067
19570000	19610000	46.67042
19575000	19610000	40.155495
19580000	19610000	65.84615
19585000	19610000	71.864
19590000	19610000	98.82058
19595000	19610000	104.30035
19600000	19610000	158.11275
19605000	19610000	334.17352
19610000	19610000	924.5264
19560000	19615000	29.586199
19565000	19615000	48.578514
19570000	19615000	42.604473
19575000	19615000	53.280712
19580000	19615000	52.32498
19585000	19615000	61.867954
19590000	19615000	76.121864
19595000	19615000	98.88389
19600000	19615000	118.54865
19605000	19615000	142.4772
19610000	19615000	340.51193
19615000	19615000	885.15424
19560000	19620000	30.50881
19565000	19620000	37.150894
19570000	19620000	38.3137
19575000	19620000	47.87244
19580000	19620000	46.675323
19585000	19620000	50.739094
19590000	19620000	59.977398
19595000	19620000	79.34585
19600000	19620000	90.13467
19605000	19620000	105.79754
19610000	19620000	152.36101
19615000	19620000	363.4078
19620000	19620000	1006.02985
19560000	19625000	28.824615
19565000	19625000	27.638737
19570000	19625000	26.857063
19575000	19625000	37.0481
19580000	19625000	39.902195
19585000	19625000	51.585266
19590000	19625000	62.150284
19595000	19625000	67.20625
19600000	19625000	74.874466
19605000	19625000	97.14088
19610000	19625000	106.302216
19615000	19625000	168.79039
19620000	19625000	348.09973
19625000	19625000	972.5972
19560000	19630000	26.308153
19565000	19630000	29.638481
19570000	19630000	28.318642
19575000	19630000	40.609196
19580000	19630000	34.21144
19585000	19630000	48.68932
19590000	19630000	44.9366
19595000	19630000	47.062946
19600000	19630000	57.942574
19605000	19630000	74.52112
19610000	19630000	101.69651
19615000	19630000	116.58559
19620000	19630000	145.22516
19625000	19630000	315.5126
19630000	19630000	1145.9933
19560000	19635000	24.759453
19565000	19635000	32.8556
19570000	19635000	26.651588
19575000	19635000	35.232796
19580000	19635000	39.67191
19585000	19635000	39.623497
19590000	19635000	45.22818
19595000	19635000	46.915043
19600000	19635000	48.449253
19605000	19635000	52.789204
19610000	19635000	65.202354
19615000	19635000	85.33969
19620000	19635000	113.8142
19625000	19635000	152.06155
19630000	19635000	409.2888
19635000	19635000	951.3566
19560000	19640000	24.441107
19565000	19640000	25.506752
19570000	19640000	26.011639
19575000	19640000	24.618614
19580000	19640000	36.09314
19585000	19640000	40.660915
19590000	19640000	42.858036
19595000	19640000	40.134644
19600000	19640000	39.892105
19605000	19640000	48.22426
19610000	19640000	60.530792
19615000	19640000	85.19432
19620000	19640000	94.18794
19625000	19640000	125.64626
19630000	19640000	156.76147
19635000	19640000	329.1303
19640000	19640000	985.61084
19560000	19645000	23.974373
19565000	19645000	20.705933
19570000	19645000	11.226562
19575000	19645000	28.539127
19580000	19645000	23.778734
19585000	19645000	35.115654
19590000	19645000	43.456673
19595000	19645000	35.618866
19600000	19645000	56.671494
19605000	19645000	49.12272
19610000	19645000	68.720924
19615000	19645000	64.426285
19620000	19645000	81.23888
19625000	19645000	98.48747
19630000	19645000	109.2896
19635000	19645000	172.67245
