92890000	92890000	998.9981
92890000	92895000	415.05295
92895000	92895000	940.9437
92890000	92900000	150.69902
92895000	92900000	299.5682
92900000	92900000	1203.03
92890000	92905000	127.27429
92895000	92905000	206.73468
92900000	92905000	491.52063
92905000	92905000	1191.9854
92890000	92910000	104.03128
92895000	92910000	153.65686
92900000	92910000	290.50815
92905000	92910000	527.8815
92910000	92910000	1296.4384
92890000	92915000	100.091095
92895000	92915000	152.22403
92900000	92915000	274.37387
92905000	92915000	334.56204
92910000	92915000	518.34436
92915000	92915000	1060.483
92890000	92920000	94.49973
92895000	92920000	145.53307
92900000	92920000	219.18143
92905000	92920000	274.57468
92910000	92920000	374.20367
92915000	92920000	519.288
92920000	92920000	1090.2214
92890000	92925000	92.64194
92895000	92925000	157.26729
92900000	92925000	210.11742
92905000	92925000	213.95502
92910000	92925000	249.29773
92915000	92925000	330.3669
92920000	92925000	482.21933
92925000	92925000	1066.7201
92890000	92930000	117.679344
92895000	92930000	145.97546
92900000	92930000	179.90796
92905000	92930000	151.92972
92910000	92930000	177.05357
92915000	92930000	199.61057
92920000	92930000	272.35138
92925000	92930000	496.87912
92930000	92930000	926.72406
92890000	92935000	102.977905
92895000	92935000	133.2382
92900000	92935000	123.192055
92905000	92935000	126.15238
92910000	92935000	115.26327
92915000	92935000	134.93166
92920000	92935000	166.34921
92925000	92935000	235.14044
92930000	92935000	491.72458
92935000	92935000	1356.697
92890000	92940000	110.42888
92895000	92940000	137.69133
92900000	92940000	123.725494
92905000	92940000	129.16933
92910000	92940000	124.35672
92915000	92940000	109.695694
92920000	92940000	137.53358
92925000	92940000	191.02663
92930000	92940000	288.343
92935000	92940000	505.4804
92940000	92940000	1144.2198
92890000	92945000	117.12336
92895000	92945000	136.04167
92900000	92945000	117.41495
92905000	92945000	103.88662
92910000	92945000	97.05919
92915000	92945000	107.878586
92920000	92945000	118.89162
92925000	92945000	145.05531
92930000	92945000	213.43773
92935000	92945000	288.9297
92940000	92945000	415.1407
92945000	92945000	1045.1698
92890000	92950000	116.33071
92895000	92950000	144.25476
92900000	92950000	121.12391
92905000	92950000	100.93178
92910000	92950000	90.4081
92915000	92950000	83.17187
92920000	92950000	94.378265
92925000	92950000	100.38965
92930000	92950000	144.00099
92935000	92950000	171.51689
92940000	92950000	219.08766
92945000	92950000	334.82288
92950000	92950000	1035.2476
92890000	92955000	103.901764
92895000	92955000	121.448555
92900000	92955000	103.41726
92905000	92955000	77.34496
92910000	92955000	87.5162
92915000	92955000	76.67276
92920000	92955000	90.0059
92925000	92955000	114.5683
92930000	92955000	120.9027
92935000	92955000	134.82556
92940000	92955000	152.33356
92945000	92955000	213.49556
92950000	92955000	529.7411
92955000	92955000	867.11084
92890000	92960000	97.43225
