chr2	64445000	64485000	0.563546770219857	1
chr2	64450000	64470000	0.997929350015282	1
chr2	64455000	64475000	0.998008801875185	1
chr2	64455000	64480000	0.998037563408178	1
chr2	64460000	64480000	0.998265390029491	1
chr2	64470000	64490000	0.997527490524233	1
chr2	64480000	64540000	0.408639978947346	1
chr2	64490000	64510000	0.998099093783664	1
chr2	64495000	64515000	0.998495873920871	1
chr2	64520000	64540000	0.998201031372494	1
chr2	64525000	64545000	0.9980395889885	1
chr2	64555000	64705000	0.194642522871114	1
chr2	64555000	64710000	0.420509892672256	1
chr2	64555000	64715000	0.4152117979595	1
chr2	64555000	64720000	0.170196326052484	1
chr2	64560000	64705000	0.244310247430846	1
chr2	64560000	64710000	0.562214648333849	1
chr2	64560000	64715000	0.242885934462633	1
chr2	64560000	64720000	0.168330452198305	1
chr2	64565000	64705000	0.196172615191184	1
chr2	64565000	64710000	0.202064331237016	1
chr2	64565000	64715000	0.242342964394941	1
chr2	64565000	64730000	0.159079517887513	1
chr2	64570000	64710000	0.19504773361723	1
chr2	64570000	64720000	0.194521717411843	1
chr2	64575000	64715000	0.198611141919339	1
chr2	64605000	64655000	0.408675931525766	1
chr2	64745000	64790000	0.561821993564413	1
chr2	64750000	64780000	0.801364205082177	1
chr2	64750000	64785000	0.802643244763989	1
chr2	64750000	65090000	0.12208180300228	1
chr2	64755000	64775000	0.998214974547793	1
chr2	64755000	64790000	0.794702858715871	1
chr2	64760000	64780000	0.998106195788791	1
chr2	64765000	64785000	0.998510020580706	1
chr2	64800000	65090000	0.13415440129837	1
chr2	64805000	65085000	0.166908563479269	1
chr2	64805000	65090000	0.197608369716276	1
chr2	64810000	65075000	0.11725352934276	1
chr2	64810000	65085000	0.197581772937789	1
chr2	64810000	65090000	0.403981348259232	1
chr2	64815000	65075000	0.141313264138605	1
chr2	64815000	65080000	0.142018421270071	1
chr2	64815000	65085000	0.311220014085825	1
chr2	64815000	65090000	0.556198048408719	1
chr2	64820000	65080000	0.1346931389189	1
chr2	64820000	65085000	0.171073850486175	1
chr2	64820000	65090000	0.30853861822798	1
chr2	64825000	65090000	0.195258067289969	1
chr2	64830000	65085000	0.163110681513938	1
chr2	64830000	65090000	0.203237111820894	1
chr2	64835000	64855000	0.998641190211429	1
chr2	64835000	64865000	0.796622853432075	1
